id	emotion
34909_0100_A_1210	0,0,0,0,0,0
34909_0100_A_1211	0,0,0,0,0,0
34909_0100_A_1212	0,0,0,0,0,0
34909_0100_A_1213	0,0,0,0,0,0
34909_0100_A_1214	0,0,0,0,0,0
34909_0100_A_1215	0,0,0,0,0,0
34909_0100_A_1216	0,0,0,0,0,0
34909_0100_A_1217	0,0,0,0,0,0
34909_0100_A_1218	0,0,0,0,0,0
34909_0100_A_1219	0,0,0,0,0,0
34909_0100_A_1220	0,0,0,0,0,0
34909_0100_A_1221	0,0,0,0,0,0
34909_0100_A_1222	0,0,0,0,0,0
34909_0100_A_1223	0,0,0,0,0,0
34909_0100_A_1224	0,0,0,0,0,0
34909_0100_A_1225	0,0,0,0,0,0
34909_0101_A_1226	0,0,0,0,0,0
34909_0101_A_1227	0,0,0,0,0,0
34909_0101_A_1228	0,0,0,0,0,0
34909_0101_A_1229	0,0,0,0,0,0
34909_0101_A_1232	0,0,0,0,0,0
34909_0101_A_1233	0,0,0,0,0,0
34909_0101_A_1234	0,0,0,0,0,0
34909_0101_A_1235	0,0,0,0,0,0
34909_0101_A_1236	0,0,0,0,0,0
34909_0101_A_1237	0,0,0,0,0,0
34909_0101_A_1239	0,0,0,0,0,0
34909_0101_A_1240	0,0,0,0,0,0
34909_0101_A_1241	0,0,0,0,0,0
34909_0101_A_1242	0,0,0,0,0,0
34909_0102_A_1243	0,0,0,0,0,0
34909_0102_A_1244	0,0,0,0,0,0
34909_0102_A_1245	0,0,0,0,0,0
34909_0102_A_1246	0,0,0,0,0,0
34909_0102_A_1247	0,0,0,0,0,0
34909_0102_A_1248	0,0,0,0,0,0
34909_0102_A_1249	0,0,0,0,0,0
34909_0102_A_1250	0,0,0,0,0,0
34909_0102_A_1251	0,0,0,0,0,0
34909_0102_A_1252	0,0,0,0,0,0
34909_0102_A_1253	0,0,0,0,0,0
34909_0102_A_1254	0,0,0,0,0,0
34909_0102_A_1255	0,0,0,0,0,0
34909_0102_A_1256	0,0,0,0,0,0
34909_0102_A_1258	0,0,0,0,0,0
34909_0102_A_1259	0,0,0,0,0,0
34909_0102_A_1260	0,0,0,0,0,0
34909_0102_A_1261	0,0,0,0,0,0
34909_0102_A_1262	0,0,0,0,0,0
34909_0102_A_1263	0,0,0,0,0,0
34909_0102_A_1264	0,0,0,0,0,0
34909_0102_A_1265	0,0,0,0,0,0
34909_0104_A_1277	0,0,0,0,0,0
34909_0104_A_1281	0,0,0,0,0,0
34909_0104_A_1282	0,0,0,0,0,0
34909_0104_A_1283	0,0,0,0,0,0
34909_0104_A_1284	0,0,0,0,0,0
34909_0105_A_1287	0,0,0,0,0,0
34909_0105_A_1288	0,0,0,0,0,0
34909_0105_A_1289	0,0,0,0,0,0
34909_0105_A_1290	0,0,0,0,0,0
34909_0105_A_1292	0,0,0,0,0,0
34909_0105_A_1293	0,0,0,0,0,0
34909_0105_A_1294	0,0,0,0,0,0
34909_0105_A_1295	0,0,0,0,0,0
34909_0105_A_1296	0,0,0,0,0,0
34909_0105_A_1307	0,0,0,0,0,0
34909_0105_A_1308	0,0,0,0,0,0
34909_0106_A_1309	0,0,0,0,0,0
34909_0106_A_1310	0,0,0,0,0,0
34909_0106_A_1311	0,0,0,0,0,0
34909_0106_A_1312	0,0,0,0,0,0
34909_0106_A_1313	0,0,0,0,0,0
34909_0106_A_1314	0,0,0,0,0,0
34909_0106_A_1316	0,0,0,0,0,0
34909_0106_A_1317	0,0,0,0,0,0
34909_0106_A_1318	0,0,0,0,0,0
34909_0106_A_1319	0,0,0,0,0,0
34909_0106_A_1320	0,0,0,0,0,0
34909_0107_A_1323	0,0,0,0,0,0
34909_0107_A_1324	0,0,0,0,0,0
34909_0108_A_1325	0,0,0,0,0,0
34909_0108_A_1326	0,0,0,0,0,0
34909_0108_A_1327	0,0,0,0,0,0
34909_0109_A_1328	0,0,0,0,0,0
34909_0109_A_1329	0,0,0,0,0,0
34909_0110_A_1330	0,0,0,0,0,0
34909_0110_A_1331	0,0,0,0,0,0
34909_0110_A_1332	0,0,0,0,0,0
34909_0110_A_1334	0,0,0,0,0,0
34909_0102_A_1266	0,0,0,0,0,0
34909_0102_A_1267	0,0,0,0,0,0
34909_0102_A_1268	0,0,0,0,0,0
34909_0102_A_1269	0,0,0,0,0,0
34909_0102_A_1270	0,0,0,0,0,0
34909_0102_A_1271	0,0,0,0,0,0
34909_0102_A_1272	0,0,0,0,0,0
34909_0104_A_1275	0,0,0,0,0,0
34909_0104_A_1276	0,0,0,0,0,0
34909_0104_A_1278	0,0,0,0,0,0
34909_0104_A_1279	0,0,0,0,0,0
34909_0104_A_1280	0,0,0,0,0,0
34909_0104_A_1285	0,0,0,0,0,0
34909_0104_A_1286	0,0,0,0,0,0
34909_0105_A_1291	0,0,0,0,0,0
34909_0105_A_1297	0,0,0,0,0,0
34909_0105_A_1298	0,0,0,0,0,0
34909_0105_A_1299	0,0,0,0,0,0
34909_0105_A_1300	0,0,0,0,0,0
34909_0105_A_1301	0,0,0,0,0,0
34909_0105_A_1303	0,0,0,0,0,0
34909_0105_A_1305	0,0,0,0,0,0
34909_0106_A_1321	0,0,0,0,0,0
34909_0106_A_1322	0,0,0,0,0,0
34914_0001_A_1	0,0,0,0,0,0
34914_0001_A_2	0,0,0,0,0,0
34914_0001_A_3	0,0,0,0,0,0
34914_0001_A_6	0,0,0,0,0,0
34914_0001_A_7	0,0,0,0,0,0
34914_0001_A_8	0,0,0,0,0,0
34914_0001_A_9	0,0,0,0,0,0
34914_0001_A_10	0,0,0,0,0,0
34914_0001_A_11	0,0,0,0,0,0
34914_0001_A_12	0,0,0,0,0,0
34914_0001_A_13	0,0,0,0,0,0
34914_0001_A_14	0,0,0,0,0,0
34914_0001_A_15	0,0,0,0,0,0
34914_0001_A_16	0,0,0,0,0,0
34914_0001_A_17	0,0,0,0,0,0
34914_0001_A_18	0,0,0,0,0,0
34914_0001_A_20	0,0,0,0,0,0
34914_0001_A_22	0,0,0,0,0,0
34914_0001_A_23	0,0,0,0,0,0
34914_0001_A_24	0,0,0,0,0,0
34914_0001_A_25	0,0,0,0,0,0
34914_0001_A_26	0,0,0,0,0,0
34914_0001_A_27	0,0,0,0,0,0
34914_0001_A_29	0,0,0,0,0,0
34914_0001_A_30	0,0,0,0,0,0
34914_0001_A_31	0,0,0,0,0,0
34914_0001_A_32	0,0,0,0,0,0
34914_0001_A_35	0,0,0,0,0,0
34914_0002_A_36	0,0,0,0,0,0
34914_0002_A_37	0,0,0,0,0,0
34914_0002_A_38	0,0,0,0,0,0
34914_0002_A_39	0,0,0,0,0,0
34914_0002_A_40	0,0,0,0,0,0
34914_0002_A_41	0,0,0,0,0,0
34914_0002_A_42	0,0,0,0,0,0
34914_0002_A_43	0,0,0,0,0,0
34914_0002_A_44	0,0,0,0,0,0
34914_0002_A_45	0,0,0,0,0,0
34914_0002_A_46	0,0,0,0,0,0
34914_0002_A_47	0,0,0,0,0,0
34914_0002_A_48	0,0,0,0,0,0
34914_0002_A_49	0,0,0,0,0,0
34914_0002_A_50	0,0,0,0,0,0
34914_0003_A_51	0,0,0,0,0,0
34914_0003_A_52	0,0,0,0,0,0
34914_0003_A_53	0,0,0,0,0,0
34914_0003_A_54	0,0,0,0,0,0
34914_0003_A_55	0,0,0,0,0,0
34914_0003_A_56	0,0,0,0,0,0
34914_0003_A_59	0,0,0,0,0,0
34914_0003_A_60	0,0,0,0,0,0
34914_0004_A_73	0,0,0,0,0,0
34914_0004_A_74	0,0,0,0,0,0
34914_0004_A_86	0,0,0,0,0,0
34914_0004_A_87	0,0,0,0,0,0
34914_0004_A_94	0,0,0,0,0,0
34914_0004_A_96	0,0,0,0,0,0
34914_0003_A_57	0,0,0,0,0,0
34914_0003_A_58	0,0,0,0,0,0
34914_0003_A_61	0,0,0,0,0,0
34914_0003_A_62	0,0,0,0,0,0
34914_0003_A_63	0,0,0,0,0,0
34914_0003_A_64	0,0,0,0,0,0
34914_0003_A_65	0,0,0,0,0,0
34914_0004_A_66	0,0,0,0,0,0
34914_0004_A_67	0,0,0,0,0,0
34914_0004_A_68	0,0,0,0,0,0
34914_0004_A_69	0,0,0,0,0,0
34914_0004_A_70	0,0,0,0,0,0
34914_0004_A_71	0,0,0,0,0,0
34914_0004_A_72	0,0,0,0,0,0
34914_0004_A_75	0,0,0,0,0,0
34914_0004_A_76	0,0,0,0,0,0
34914_0004_A_77	0,0,0,0,0,0
34914_0004_A_78	0,0,0,0,0,0
34914_0004_A_79	0,0,0,0,0,0
34914_0004_A_80	0,0,0,0,0,0
34914_0004_A_81	0,0,0,0,0,0
34914_0004_A_82	0,0,0,0,0,0
34914_0004_A_83	0,0,0,0,0,0
34914_0004_A_84	0,0,0,0,0,0
34914_0004_A_85	0,0,0,0,0,0
34914_0004_A_88	0,0,0,0,0,0
34914_0004_A_89	0,0,0,0,0,0
34914_0004_A_90	0,0,0,0,0,0
34914_0004_A_91	0,0,0,0,0,0
34914_0004_A_93	0,0,0,0,0,0
34914_0004_A_97	0,0,0,0,0,0
34914_0004_A_98	0,0,0,0,0,0
34914_0004_A_99	0,0,0,0,0,0
34914_0004_A_100	0,0,0,0,0,0
34914_0004_A_101	0,0,0,0,0,0
34914_0004_A_103	0,0,0,0,0,0
34914_0004_A_105	0,0,0,0,0,0
34914_0004_A_110	0,0,0,0,0,0
34914_0004_A_111	0,0,0,0,0,0
34914_0004_A_113	0,0,0,0,0,0
34914_0005_A_174	0,0,0,0,0,0
34914_0005_A_175	0,0,0,0,0,0
34914_0005_A_176	0,0,0,0,0,0
34914_0005_A_177	0,0,0,0,0,0
34914_0005_A_178	0,0,0,0,0,0
34914_0005_A_179	0,0,0,0,0,0
34914_0005_A_180	0,0,0,0,0,0
34914_0005_A_181	0,0,0,0,0,0
34914_0005_A_182	0,0,0,0,0,0
34914_0005_A_183	0,0,0,0,0,0
34914_0005_A_184	0,0,0,0,0,0
34914_0005_A_185	0,0,0,0,0,0
34914_0005_A_186	0,0,0,0,0,0
34914_0005_A_187	0,0,0,0,0,0
34914_0005_A_188	0,0,0,0,0,0
34914_0005_A_189	0,0,0,0,0,0
34914_0005_A_190	0,0,0,0,0,0
34914_0005_A_191	0,0,0,0,0,0
34914_0005_A_192	0,0,0,0,0,0
34914_0005_A_193	0,0,0,0,0,0
34914_0005_A_194	0,0,0,0,0,0
34914_0005_A_195	0,0,0,0,0,0
34914_0005_A_196	0,0,0,0,0,0
34914_0004_A_114	0,0,0,0,0,0
34914_0004_A_115	0,0,0,0,0,0
34914_0004_A_116	0,0,0,0,0,0
34914_0004_A_117	0,0,0,0,0,0
34914_0004_A_118	0,0,0,0,0,0
34914_0004_A_119	0,0,0,0,0,0
34914_0004_A_120	0,0,0,0,0,0
34914_0004_A_121	0,0,0,0,0,0
34914_0004_A_122	0,0,0,0,0,0
34914_0004_A_124	0,0,0,0,0,0
34914_0004_A_125	0,0,0,0,0,0
34914_0004_A_126	0,0,0,0,0,0
34914_0004_A_127	0,0,0,0,0,0
34914_0004_A_128	0,0,0,0,0,0
34914_0004_A_129	0,0,0,0,0,0
34914_0004_A_130	0,0,0,0,0,0
34914_0004_A_131	0,0,0,0,0,0
34914_0004_A_132	0,0,0,0,0,0
34914_0004_A_133	0,0,0,0,0,0
34914_0004_A_134	0,0,0,0,0,0
34914_0004_A_135	0,0,0,0,0,0
34914_0004_A_136	0,0,0,0,0,0
34914_0004_A_137	0,0,0,0,0,0
34914_0004_A_138	0,0,0,0,0,0
34914_0005_A_139	0,0,0,0,0,0
34914_0005_A_140	0,0,0,0,0,0
34914_0005_A_141	0,0,0,0,0,0
34914_0005_A_142	0,0,0,0,0,0
34914_0005_A_143	0,0,0,0,0,0
34914_0005_A_144	0,0,0,0,0,0
34914_0005_A_145	0,0,0,0,0,0
34914_0005_A_146	0,0,0,0,0,0
34914_0005_A_147	0,0,0,0,0,0
34914_0005_A_148	0,0,0,0,0,0
34914_0005_A_149	0,0,0,0,0,0
34914_0005_A_151	0,0,0,0,0,0
34914_0005_A_152	0,0,0,0,0,0
34914_0005_A_153	0,0,0,0,0,0
34914_0005_A_154	0,0,0,0,0,0
34914_0005_A_155	0,0,0,0,0,0
34914_0005_A_156	0,0,0,0,0,0
34914_0005_A_157	0,0,0,0,0,0
34914_0005_A_158	0,0,0,0,0,0
34914_0005_A_169	0,0,0,0,0,0
34914_0005_A_172	0,0,0,0,0,0
34914_0004_A_104	0,0,0,0,0,0
34914_0004_A_106	0,0,0,0,0,0
34914_0004_A_107	0,0,0,0,0,0
34914_0004_A_108	0,0,0,0,0,0
34914_0004_A_109	0,0,0,0,0,0
34914_0004_A_112	0,0,0,0,0,0
34914_0005_A_159	0,0,0,0,0,0
34914_0005_A_160	0,0,0,0,0,0
34914_0005_A_161	0,0,0,0,0,0
34914_0005_A_162	0,0,0,0,0,0
34914_0005_A_163	0,0,0,0,0,0
34914_0005_A_164	0,0,0,0,0,0
34914_0005_A_165	0,0,0,0,0,0
34914_0005_A_166	0,0,0,0,0,0
34914_0005_A_167	0,0,0,0,0,0
34914_0005_A_168	0,0,0,0,0,0
34914_0005_A_170	0,0,0,0,0,0
34914_0005_A_171	0,0,0,0,0,0
34914_0005_A_173	0,0,0,0,0,0
34914_0005_A_197	0,0,0,0,0,0
34914_0005_A_198	0,0,0,0,0,0
34914_0005_A_199	0,0,0,0,0,0
34914_0005_A_202	0,0,0,0,0,0
34914_0005_A_203	0,0,0,0,0,0
34914_0005_A_204	0,0,0,0,0,0
34914_0005_A_205	0,0,0,0,0,0
34914_0005_A_206	0,0,0,0,0,0
34914_0005_A_207	0,0,0,0,0,0
34914_0005_A_208	0,0,0,0,0,0
34914_0005_A_209	0,0,0,0,0,0
34914_0005_A_210	0,0,0,0,0,0
34914_0005_A_211	0,0,0,0,0,0
34914_0005_A_212	0,0,0,0,0,0
34914_0005_A_213	0,0,0,0,0,0
34914_0005_A_214	0,0,0,0,0,0
34914_0005_A_215	0,0,0,0,0,0
34914_0005_A_216	0,0,0,0,0,0
34914_0006_A_217	0,0,0,0,0,0
34914_0006_A_218	0,0,0,0,0,0
34914_0006_A_219	0,0,0,0,0,0
34914_0006_A_220	0,0,0,0,0,0
34914_0006_A_221	0,0,0,0,0,0
34914_0006_A_222	0,0,0,0,0,0
34914_0006_A_223	0,0,0,0,0,0
34914_0006_A_225	0,0,0,0,0,0
34914_0006_A_226	0,0,0,0,0,0
34914_0006_A_227	0,0,0,0,0,0
34914_0006_A_228	0,0,0,0,0,0
34914_0006_A_229	0,0,0,0,0,0
34914_0006_A_230	0,0,0,0,0,0
34914_0006_A_231	0,0,0,0,0,0
34914_0006_A_232	0,0,0,0,0,0
34914_0006_A_233	0,0,0,0,0,0
34914_0006_A_234	0,0,0,0,0,0
34914_0006_A_235	0,0,0,0,0,0
34914_0006_A_236	0,0,0,0,0,0
34914_0006_A_237	0,0,0,0,0,0
34914_0006_A_238	0,0,0,0,0,0
34914_0006_A_242	0,0,0,0,0,0
34914_0006_A_243	0,0,0,0,0,0
34914_0006_A_252	0,0,0,0,0,0
34914_0007_A_253	0,0,0,0,0,0
34914_0007_A_289	0,0,0,0,0,0
34914_0005_A_200	0,0,0,0,0,0
34914_0005_A_201	0,0,0,0,0,0
34914_0006_A_239	0,0,0,0,0,0
34914_0006_A_240	0,0,0,0,0,0
34914_0006_A_241	0,0,0,0,0,0
34914_0006_A_244	0,0,0,0,0,0
34914_0006_A_245	0,0,0,0,0,0
34914_0006_A_246	0,0,0,0,0,0
34914_0006_A_247	0,0,0,0,0,0
34914_0006_A_248	0,0,0,0,0,0
34914_0006_A_249	0,0,0,0,0,0
34914_0006_A_250	0,0,0,0,0,0
34914_0006_A_251	0,0,0,0,0,0
34914_0007_A_258	0,0,0,0,0,0
34914_0007_A_259	0,0,0,0,0,0
34914_0007_A_260	0,0,0,0,0,0
34914_0007_A_261	0,0,0,0,0,0
34914_0007_A_262	0,0,0,0,0,0
34914_0007_A_263	0,0,0,0,0,0
34914_0007_A_265	0,0,0,0,0,0
34914_0007_A_266	0,0,0,0,0,0
34914_0007_A_267	0,0,0,0,0,0
34914_0007_A_268	0,0,0,0,0,0
34914_0007_A_269	0,0,0,0,0,0
34914_0007_A_270	0,0,0,0,0,0
34914_0007_A_271	0,0,0,0,0,0
34914_0007_A_274	0,0,0,0,0,0
34914_0007_A_275	0,0,0,0,0,0
34914_0007_A_276	0,0,0,0,0,0
34914_0007_A_277	0,0,0,0,0,0
34914_0007_A_278	0,0,0,0,0,0
34914_0007_A_281	0,0,0,0,0,0
34914_0007_A_282	0,0,0,0,0,0
34914_0007_A_283	0,0,0,0,0,0
34914_0007_A_288	0,0,0,0,0,0
34914_0007_A_254	0,0,0,0,0,0
34914_0007_A_255	0,0,0,0,0,0
34914_0007_A_256	0,0,0,0,0,0
34914_0007_A_257	0,0,0,0,0,0
34914_0007_A_272	0,0,0,0,0,0
34914_0007_A_273	0,0,0,0,0,0
34914_0007_A_279	0,0,0,0,0,0
34914_0007_A_280	0,0,0,0,0,0
34914_0007_A_284	0,0,0,0,0,0
34914_0007_A_285	0,0,0,0,0,0
34914_0007_A_286	0,0,0,0,0,0
34914_0007_A_287	0,0,0,0,0,0
34914_0007_A_290	0,0,0,0,0,0
34914_0009_A_373	0,0,0,0,0,0
34914_0009_A_374	0,0,0,0,0,0
34914_0009_A_375	0,0,0,0,0,0
34914_0009_A_376	0,0,0,0,0,0
34914_0009_A_377	0,0,0,0,0,0
34914_0010_A_382	0,0,0,0,0,0
34914_0007_A_292	0,0,0,0,0,0
34914_0007_A_293	0,0,0,0,0,0
34914_0007_A_294	0,0,0,0,0,0
34914_0007_A_295	0,0,0,0,0,0
34914_0007_A_297	0,0,0,0,0,0
34914_0007_A_298	0,0,0,0,0,0
34914_0007_A_299	0,0,0,0,0,0
34914_0007_A_300	0,0,0,0,0,0
34914_0007_A_301	0,0,0,0,0,0
34914_0007_A_302	0,0,0,0,0,0
34914_0007_A_303	0,0,0,0,0,0
34914_0007_A_304	0,0,0,0,0,0
34914_0007_A_306	0,0,0,0,0,0
34914_0007_A_307	0,0,0,0,0,0
34914_0007_A_308	0,0,0,0,0,0
34914_0007_A_309	0,0,0,0,0,0
34914_0007_A_310	0,0,0,0,0,0
34914_0007_A_311	0,0,0,0,0,0
34914_0007_A_312	0,0,0,0,0,0
34914_0007_A_313	0,0,0,0,0,0
34914_0007_A_314	0,0,0,0,0,0
34914_0007_A_315	0,0,0,0,0,0
34914_0008_A_316	0,0,0,0,0,0
34914_0008_A_317	0,0,0,0,0,0
34914_0008_A_318	0,0,0,0,0,0
34914_0008_A_319	0,0,0,0,0,0
34914_0008_A_320	0,0,0,0,0,0
34914_0008_A_321	0,0,0,0,0,0
34914_0008_A_322	0,0,0,0,0,0
34914_0008_A_323	0,0,0,0,0,0
34914_0009_A_336	0,0,0,0,0,0
34914_0009_A_337	0,0,0,0,0,0
34914_0009_A_347	0,0,0,0,0,0
34914_0009_A_366	0,0,0,0,0,0
34914_0009_A_367	0,0,0,0,0,0
34914_0009_A_369	0,0,0,0,0,0
34914_0009_A_370	0,0,0,0,0,0
34914_0009_A_371	0,0,0,0,0,0
34914_0010_A_378	0,0,0,0,0,0
34914_0010_A_379	0,0,0,0,0,0
34914_0010_A_380	0,0,0,0,0,0
34914_0008_A_324	0,0,0,0,0,0
34914_0008_A_325	0,0,0,0,0,0
34914_0008_A_326	0,0,0,0,0,0
34914_0008_A_327	0,0,0,0,0,0
34914_0008_A_328	0,0,0,0,0,0
34914_0008_A_329	0,0,0,0,0,0
34914_0009_A_330	0,0,0,0,0,0
34914_0009_A_331	0,0,0,0,0,0
34914_0009_A_332	0,0,0,0,0,0
34914_0009_A_333	0,0,0,0,0,0
34914_0009_A_335	0,0,0,0,0,0
34914_0009_A_338	0,0,0,0,0,0
34914_0009_A_339	0,0,0,0,0,0
34914_0009_A_340	0,0,0,0,0,0
34914_0009_A_341	0,0,0,0,0,0
34914_0009_A_342	0,0,0,0,0,0
34914_0009_A_343	0,0,0,0,0,0
34914_0009_A_344	0,0,0,0,0,0
34914_0009_A_345	0,0,0,0,0,0
34914_0009_A_346	0,0,0,0,0,0
34914_0009_A_348	0,0,0,0,0,0
34914_0009_A_349	0,0,0,0,0,0
34914_0009_A_350	0,0,0,0,0,0
34914_0009_A_351	0,0,0,0,0,0
34914_0009_A_352	0,0,0,0,0,0
34914_0009_A_353	0,0,0,0,0,0
34914_0009_A_354	0,0,0,0,0,0
34914_0009_A_355	0,0,0,0,0,0
34914_0009_A_356	0,0,0,0,0,0
34914_0009_A_357	0,0,0,0,0,0
34914_0009_A_358	0,0,0,0,0,0
34914_0009_A_359	0,0,0,0,0,0
34914_0009_A_360	0,0,0,0,0,0
34914_0009_A_361	0,0,0,0,0,0
34914_0009_A_362	0,0,0,0,0,0
34914_0009_A_363	0,0,0,0,0,0
34914_0009_A_364	0,0,0,0,0,0
34914_0009_A_365	0,0,0,0,0,0
34914_0009_A_368	0,0,0,0,0,0
34914_0009_A_372	0,0,0,0,0,0
34914_0010_A_381	0,0,0,0,0,0
34914_0010_A_383	0,0,0,0,0,0
34914_0010_A_384	0,0,0,0,0,0
34914_0010_A_385	0,0,0,0,0,0
34914_0010_A_386	0,0,0,0,0,0
34914_0010_A_389	0,0,0,0,0,0
34914_0011_A_415	0,0,0,0,0,0
34914_0011_A_416	0,0,0,0,0,0
34914_0012_A_455	0,0,0,0,0,0
34914_0012_A_456	0,0,0,0,0,0
34914_0012_A_458	0,0,0,0,0,0
34914_0012_A_460	0,0,0,0,0,0
34914_0012_A_461	0,0,0,0,0,0
34914_0012_A_462	0,0,0,0,0,0
34914_0012_A_464	0,0,0,0,0,0
34914_0012_A_465	0,0,0,0,0,0
34914_0013_A_467	0,0,0,0,0,0
34914_0013_A_468	0,0,0,0,0,0
34914_0013_A_469	0,0,0,0,0,0
34914_0013_A_471	0,0,0,0,0,0
34914_0013_A_472	0,0,0,0,0,0
34914_0013_A_473	0,0,0,0,0,0
34914_0013_A_474	0,0,0,0,0,0
34914_0013_A_477	0,0,0,0,0,0
34914_0010_A_391	0,0,0,0,0,0
34914_0010_A_392	0,0,0,0,0,0
34914_0010_A_393	0,0,0,0,0,0
34914_0010_A_394	0,0,0,0,0,0
34914_0010_A_395	0,0,0,0,0,0
34914_0010_A_396	0,0,0,0,0,0
34914_0010_A_397	0,0,0,0,0,0
34914_0010_A_398	0,0,0,0,0,0
34914_0010_A_399	0,0,0,0,0,0
34914_0010_A_400	0,0,0,0,0,0
34914_0010_A_401	0,0,0,0,0,0
34914_0010_A_402	0,0,0,0,0,0
34914_0010_A_403	0,0,0,0,0,0
34914_0010_A_405	0,0,0,0,0,0
34914_0010_A_406	0,0,0,0,0,0
34914_0010_A_407	0,0,0,0,0,0
34914_0011_A_410	0,0,0,0,0,0
34914_0011_A_411	0,0,0,0,0,0
34914_0011_A_413	0,0,0,0,0,0
34914_0011_A_414	0,0,0,0,0,0
34914_0011_A_417	0,0,0,0,0,0
34914_0011_A_419	0,0,0,0,0,0
34914_0011_A_420	0,0,0,0,0,0
34914_0011_A_421	0,0,0,0,0,0
34914_0012_A_422	0,0,0,0,0,0
34914_0012_A_423	0,0,0,0,0,0
34914_0012_A_424	0,0,0,0,0,0
34914_0012_A_425	0,0,0,0,0,0
34914_0012_A_426	0,0,0,0,0,0
34914_0012_A_429	0,0,0,0,0,0
34914_0012_A_430	0,0,0,0,0,0
34914_0012_A_431	0,0,0,0,0,0
34914_0012_A_432	0,0,0,0,0,0
34914_0012_A_433	0,0,0,0,0,0
34914_0012_A_434	0,0,0,0,0,0
34914_0012_A_436	0,0,0,0,0,0
34914_0012_A_437	0,0,0,0,0,0
34914_0012_A_438	0,0,0,0,0,0
34914_0012_A_439	0,0,0,0,0,0
34914_0012_A_440	0,0,0,0,0,0
34914_0012_A_441	0,0,0,0,0,0
34914_0012_A_442	0,0,0,0,0,0
34914_0012_A_443	0,0,0,0,0,0
34914_0012_A_445	0,0,0,0,0,0
34914_0012_A_446	0,0,0,0,0,0
34914_0012_A_447	0,0,0,0,0,0
34914_0012_A_448	0,0,0,0,0,0
34914_0012_A_449	0,0,0,0,0,0
34914_0012_A_450	0,0,0,0,0,0
34914_0012_A_451	0,0,0,0,0,0
34914_0012_A_452	0,0,0,0,0,0
34914_0012_A_453	0,0,0,0,0,0
34914_0012_A_454	0,0,0,0,0,0
34914_0010_A_387	0,0,0,0,0,0
34914_0010_A_388	0,0,0,0,0,0
34914_0010_A_390	0,0,0,0,0,0
34914_0013_A_478	0,0,0,0,0,0
34914_0013_A_479	0,0,0,0,0,0
34914_0014_A_480	0,0,0,0,0,0
34914_0014_A_481	0,0,0,0,0,0
34914_0014_A_483	0,0,0,0,0,0
34914_0014_A_484	0,0,0,0,0,0
34914_0014_A_485	0,0,0,0,0,0
34914_0014_A_486	0,0,0,0,0,0
34914_0014_A_487	0,0,0,0,0,0
34914_0014_A_492	0,0,0,0,0,0
34914_0014_A_494	0,0,0,0,0,0
34914_0014_A_496	0,0,0,0,0,0
34914_0014_A_498	0,0,0,0,0,0
34914_0014_A_502	0,0,0,0,0,0
34914_0014_A_503	0,0,0,0,0,0
34914_0014_A_489	0,0,0,0,0,0
34914_0014_A_491	0,0,0,0,0,0
34914_0014_A_506	0,0,0,0,0,0
34914_0014_A_507	0,0,0,0,0,0
34914_0014_A_508	0,0,0,0,0,0
34914_0014_A_509	0,0,0,0,0,0
34914_0014_A_511	0,0,0,0,0,0
34914_0014_A_514	0,0,0,0,0,0
34914_0014_A_516	0,0,0,0,0,0
34914_0014_A_517	0,0,0,0,0,0
34914_0014_A_518	0,0,0,0,0,0
34914_0014_A_519	0,0,0,0,0,0
34914_0014_A_520	0,0,0,0,0,0
34914_0014_A_521	0,0,0,0,0,0
34914_0014_A_522	0,0,0,0,0,0
34914_0014_A_523	0,0,0,0,0,0
34914_0014_A_525	0,0,0,0,0,0
34914_0014_A_527	0,0,0,0,0,0
34914_0014_A_528	0,0,0,0,0,0
34914_0014_A_530	0,0,0,0,0,0
34914_0014_A_532	0,0,0,0,0,0
34914_0014_A_537	0,0,0,0,0,0
34914_0014_A_544	0,0,0,0,0,0
34914_0014_A_545	0,0,0,0,0,0
34914_0014_A_546	0,0,0,0,0,0
34914_0014_A_547	0,0,0,0,0,0
34914_0014_A_548	0,0,0,0,0,0
34914_0014_A_549	0,0,0,0,0,0
34914_0014_A_550	0,0,0,0,0,0
34914_0014_A_551	0,0,0,0,0,0
34914_0014_A_552	0,0,0,0,0,0
34914_0014_A_553	0,0,0,0,0,0
34914_0014_A_554	0,0,0,0,0,0
34914_0014_A_555	0,0,0,0,0,0
34914_0014_A_556	0,0,0,0,0,0
34914_0014_A_557	0,0,0,0,0,0
34914_0014_A_558	0,0,0,0,0,0
34914_0014_A_559	0,0,0,0,0,0
34914_0014_A_560	0,0,0,0,0,0
34914_0014_A_561	0,0,0,0,0,0
34914_0014_A_562	0,0,0,0,0,0
34914_0014_A_563	0,0,0,0,0,0
34914_0014_A_564	0,0,0,0,0,0
34914_0014_A_565	0,0,0,0,0,0
34914_0014_A_566	0,0,0,0,0,0
34914_0014_A_567	0,0,0,0,0,0
34914_0014_A_568	0,0,0,0,0,0
34914_0014_A_569	0,0,0,0,0,0
34914_0014_A_570	0,0,0,0,0,0
34914_0014_A_571	0,0,0,0,0,0
34914_0014_A_572	0,0,0,0,0,0
34914_0014_A_573	0,0,0,0,0,0
34914_0014_A_574	0,0,0,0,0,0
34914_0014_A_575	0,0,0,0,0,0
34914_0014_A_576	0,0,0,0,0,0
34914_0015_A_577	0,0,0,0,0,0
34914_0015_A_578	0,0,0,0,0,0
34914_0015_A_579	0,0,0,0,0,0
